nombre,domicilio,localidad,departamento,provincia,cp,longitud,latitud
FEIOCK,SAN NICOLAS 3798,ROSARIO,ROSARIO,SANTA FE,2000,-60.6811602,-32.97524145
FARINA,SANTA FE 3304,ROSARIO,ROSARIO,SANTA FE,2000,-60.6679487,-32.9396481
FERRETO,SARMIENTO DOMINGO FAUSTINO PRES 4301,ROSARIO,ROSARIO,SANTA FE,2000,,
FENOGLIO,ZEBALLOS ESTANISLAO 1901,ROSARIO,ROSARIO,SANTA FE,2000,-60.65140615,-32.95300516
GIMENEZ,24 DE SETIEMBRE 1362,ROSARIO,ROSARIO,SANTA FE,2000,-60.6503551,-32.97955255
GONZALEZ C.,27 DE FEBRERO 1499,ROSARIO,ROSARIO,SANTA FE,2000,-60.64909676,-32.96668417
GRANDOLI,GRANDOLI ABANDERADO 4043,ROSARIO,ROSARIO,SANTA FE,2000,-60.62840809,-32.98765471
GOMEZ,ALBERDI 243,ROSARIO,ROSARIO,SANTA FE,2000,-60.67402491,-32.92988843
GARCIA,FRANCIA AV 2788,ROSARIO,ROSARIO,SANTA FE,2000,-60.67153618,-32.96483755
GENOVA,GENOVA 1199,ROSARIO,ROSARIO,SANTA FE,2000,-60.68036203,-32.91504655
GUARINO,AYACUCHO 6147,ROSARIO,ROSARIO,SANTA FE,2000,-60.63582598,-33.00793987
GIUDICI,AYALA GAUNA 7887,ROSARIO,ROSARIO,SANTA FE,2000,-60.73266374,-32.91247397
GOMEZ VALLE,BAIGORRIA JUAN BAUTISTA 2350,ROSARIO,ROSARIO,SANTA FE,2000,,
GARIN,BROWN GUILLERMO 1774,ROSARIO,ROSARIO,SANTA FE,2000,,
GERVATTI,AVELLANEDA BIS BV 967,ROSARIO,ROSARIO,SANTA FE,2000,-60.6734659,-32.91631494
GALIGANI,OROO NICASIO BV 3714,ROSARIO,ROSARIO,SANTA FE,2000,,
GONZALEZ,SEGUI JUAN FRANCISCO BV 3903,ROSARIO,ROSARIO,SANTA FE,2000,,
GIOVINAZO,CASIANO CASAS 1284,ROSARIO,ROSARIO,SANTA FE,2000,-60.70070616,-32.90380296
G. GARCIA,CORRIENTES AV 4799,ROSARIO,ROSARIO,SANTA FE,2000,-60.65364977,-32.9930564
CAPPETINI,MATIENZO 2002,ROSARIO,ROSARIO,SANTA FE,2000,-60.69425024,-32.95172246
CUPELLINO,MAZA JUAN AGUSTIN 3302,ROSARIO,ROSARIO,SANTA FE,2000,,
CAPPONI,MENDOZA AV 6035,ROSARIO,ROSARIO,SANTA FE,2000,,
COLLA,MENDOZA AV 5357,ROSARIO,ROSARIO,SANTA FE,2000,,
CRUZ DEL PORTAL,NANSEN 248,ROSARIO,ROSARIO,SANTA FE,2000,-60.682969,-32.909068
CONDE,NECOCHEA 1245,ROSARIO,ROSARIO,SANTA FE,2000,-60.62559029,-32.95438318
COXHEAD,NECOCHEA 1483,ROSARIO,ROSARIO,SANTA FE,2000,-60.62631052,-32.95733229
CARDINI,LAGOS OVIDIO AV 421,ROSARIO,ROSARIO,SANTA FE,2000,-60.66035067,-32.93786096
CARUSO,PELLEGRINI CARLOS AV 5935,ROSARIO,ROSARIO,SANTA FE,2000,,
CALVAGNA,PROVINCIAS UNIDAS AV 1723,ROSARIO,ROSARIO,SANTA FE,2000,-60.71230108,-32.94896898
CERRITO,PROVINCIAS UNIDAS AV 2102,ROSARIO,ROSARIO,SANTA FE,2000,-60.71212838,-32.95334542
CAMPO,RODRIGUEZ 1601,ROSARIO,ROSARIO,SANTA FE,2000,-60.66119783,-32.95246632
CHIMINELLO,SAN JUAN 2010,ROSARIO,ROSARIO,SANTA FE,2000,-60.65167532,-32.94790537
CURTO,SAN LORENZO 2290,ROSARIO,ROSARIO,SANTA FE,2000,-60.65398959,-32.94119164
FARMACIA CEMAR,SAN LUIS 2020,ROSARIO,ROSARIO,SANTA FE,2000,-60.6514756,-32.9465819
CAVATORTA,SE SAN MARTIN JOSE GRL AV 5023,ROSARIO,ROSARIO,SANTA FE,2000,,
CHOIETTE,SE SAN MARTIN JOSE GRL AV 4842,ROSARIO,ROSARIO,SANTA FE,2000,,
CEBALLOS,SAN NICOLAS 1899,ROSARIO,ROSARIO,SANTA FE,2000,-60.67565101,-32.95344678
CORSI,TEJEDA 2666,ROSARIO,ROSARIO,SANTA FE,2000,-60.71700827,-32.88731548
CAGLIERO,ESTANISLAO ZEBALLOS 570,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.55939049,-30.94666218
FENOGLIO,CRESPO 195,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.55596586,-30.94588189
GARIONE,9 DE JULIO 23,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.55867807,-30.94430343
GHIONE,SAN MARTIN 45,SUNCHALES,CASTELLANOS,SANTA FE,2322,-60.707038,-31.647399
MOLINA,ILLIA 596,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.55271184,-30.94924355
PUSSETTO,AVDA. BELGRANO 402,SUNCHALES,CASTELLANOS,SANTA FE,2322,,
ROSSO,ITALIA 574,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.56123386,-30.93937745
VANDERBERGHE,ILLIA 596,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.55271184,-30.94924355
CARANGI,SARMIENTO 135,SUSANA,CASTELLANOS,SANTA FE,2301,-61.51396244,-31.35515414
CABALLERO,ZONA URBANA,TACUARENDI,GENERAL OBLIGADO,SANTA FE,3587,,
DAGATTI,AV.S.MARTIN ESQ.J.GARAY 1301,TOSTADO,9 DE JULIO,SANTA FE,3060,,
FANTINI,RIVADAVIA 1300,TOSTADO,9 DE JULIO,SANTA FE,3060,-61.77180201,-29.23322842
MARTEL,INDEPENDENCIA 1790,TOSTADO,9 DE JULIO,SANTA FE,3060,-61.768531,-29.22918097
OLSINA,SAAVEDRA 1290,TOSTADO,9 DE JULIO,SANTA FE,3060,-61.7729273,-29.22904673
TANOYRA,SAN LORENZO 1582,TOSTADO,9 DE JULIO,SANTA FE,3060,-61.76960503,-29.23179704
TURCO,SAN MARTIN 1374,TOSTADO,9 DE JULIO,SANTA FE,3060,-61.77139163,-29.23428169
ALESSO,AVENIDA LEZAMA 1978,VERA,VERA,SANTA FE,3550,,
APUT,SAN MARTIN 2019,VERA,VERA,SANTA FE,3550,-60.21086717,-29.46121449
FARMACIA DEL CENTRO,Corrientes 872,ROSARIO,ROSARIO,SANTA FE,2000,-60.642604,-32.9464169
DEL PARQUE,CORRIENTES AV 1801,ROSARIO,ROSARIO,SANTA FE,2000,-60.64538136,-32.95769396
DONADO,DONADO 672,ROSARIO,ROSARIO,SANTA FE,2000,-60.72727933,-32.93577843
DURINI,PASO JUAN JOSE 1602,ROSARIO,ROSARIO,SANTA FE,2000,,
DEL BARCO,JUNIN 1298,ROSARIO,ROSARIO,SANTA FE,2000,-60.68193267,-32.92679116
DE LA PLAZA,LAPRIDA NARCISO 772,ROSARIO,ROSARIO,SANTA FE,2000,,
DORREGO,MENDOZA AV 1903,ROSARIO,ROSARIO,SANTA FE,2000,,
DUFOUR,MENDOZA AV 2839,ROSARIO,ROSARIO,SANTA FE,2000,,
DESMEDT,NICARAGUA BIS 671,ROSARIO,ROSARIO,SANTA FE,2000,-60.72157699,-32.92098532
DEL SOL,PARAGUAY 952,ROSARIO,ROSARIO,SANTA FE,2000,-60.644287,-32.9473459
DEL SUR,PARAGUAY 6220,ROSARIO,ROSARIO,SANTA FE,2000,-60.65443739,-33.00917806
DEL AGUILA,RIOJA 883,ROSARIO,ROSARIO,SANTA FE,2000,-60.63536223,-32.94829932
DADAMO,RUEDA MIGUEL DR 1851,ROSARIO,ROSARIO,SANTA FE,2000,,
DI SIMONE,TARRAGONA BIS 1228,ROSARIO,ROSARIO,SANTA FE,2000,-60.73518321,-32.91491228
EDGARDO YAFFE,1 DE MAYO 908,ROSARIO,ROSARIO,SANTA FE,2000,-60.63016985,-32.94943186
EL TREBOL,BRASIL 2196,ROSARIO,ROSARIO,SANTA FE,2000,-60.71896409,-32.95467735
ENTRE ROS,ENTRE RIOS 1916,ROSARIO,ROSARIO,SANTA FE,2000,-60.64430528,-32.95925585
EUROPEA,ENTRE RIOS 401,ROSARIO,ROSARIO,SANTA FE,2000,-60.63980373,-32.94131251
ESCOBAR,FRAGATA SARMIENTO 3019,ROSARIO,ROSARIO,SANTA FE,2000,-60.67612859,-32.9881214
ESTRADA,MARTINEZ ESTRADA 7960,ROSARIO,ROSARIO,SANTA FE,2000,-60.73422843,-32.91127883
EL CIRCULO,MENDOZA AV 742,ROSARIO,ROSARIO,SANTA FE,2000,,
BERLI,COLON 1758,VERA,VERA,SANTA FE,3550,-60.21079687,-29.45703147
CACERES,CORRIENTES 1201,VERA,VERA,SANTA FE,3550,-60.67878132,-31.51008717
CHAMORRO,SAN MARTIN 1509,VERA,VERA,SANTA FE,3550,-60.21190681,-29.46664026
MARANGONI,BELGRANO 1620,VERA,VERA,SANTA FE,3550,-60.21291279,-29.46526372
MONDINO,BUENOS AIRES 2085,VERA,VERA,SANTA FE,3550,-60.2160594,-29.46283541
RAMSEYER,LISANDRO DE LA TORRE 1957,VERA,VERA,SANTA FE,3550,,
RIVOIRE,MORENO 2041,VERA,VERA,SANTA FE,3550,-60.21327029,-29.46060805
RODRIGUEZ,BELGRANO 2202,VERA,VERA,SANTA FE,3550,-60.21171595,-29.4590808
SELECT CATTANEO,SAN MARTIN Y BUENOS AIRES,VERA,VERA,SANTA FE,3550,-60.68129638,-31.51768274
PILATTI,ZONA URBANA,VERA Y PINTADO,SAN JUSTO,SANTA FE,3054,,
FILIPPA,INDEPEDENCIA 126,VIDELA,SAN JUSTO,SANTA FE,3048,-60.65594064,-30.94309084
MENAPACE,ANTONIO NOSEDA 871,VIDELA,SAN JUSTO,SANTA FE,3048,,
PICCO,AV. SAN MARTIN 299,VIDELA,SAN JUSTO,SANTA FE,3048,-60.65447242,-30.94484234
MARCONETTI,DR.ROMERO ACUÑA 114,VILA,CASTELLANOS,SANTA FE,2301,,
NOVARETTO,BELGRANO OESTE N 57,VILA,CASTELLANOS,SANTA FE,2301,-61.83390774,-31.19145655
LEANDRO PEZZ,ROSARIO,VILLA GUILLERMINA,GENERAL OBLIGADO,SANTA FE,3589,-59.45103743,-28.24564144
ANDRES PERIOTTI,SAN MARTÍN 1050,VILLA MINETTI,9 DE JULIO,SANTA FE,3061,-61.62328758,-28.62130955
DAGATTI,SARMIENTO 802,VILLA MINETTI,9 DE JULIO,SANTA FE,3061,-61.62633851,-28.62355866
PERIOTTI,AV. MINETTI SN,VILLA MINETTI,9 DE JULIO,SANTA FE,3061,-61.63268739,-28.62126171
FERRER,PADRE ANGEL TIBALDO 1300,VILLA OCAMPO,GENERAL OBLIGADO,SANTA FE,3580,-59.35421989,-28.48953558
FIANT,BV.SARMIENTO 1101,VILLA OCAMPO,GENERAL OBLIGADO,SANTA FE,3580,-59.35833701,-28.49183782
FONTANA,AV. SAN MARTIN 1582,VILLA OCAMPO,GENERAL OBLIGADO,SANTA FE,3580,-59.35524671,-28.48849381
GALIBERT GARRO,CASEROS 1598,VILLA OCAMPO,GENERAL OBLIGADO,SANTA FE,3580,-59.35542194,-28.49172027
GASTIAZORO,MENDOZA AV 4901,ROSARIO,ROSARIO,SANTA FE,2000,,
GUGLIELMINO,MENDOZA AV 1595,ROSARIO,ROSARIO,SANTA FE,2000,,
GUGLIOTTA,NTRA SRA DEL ROSARIO AV 1401,ROSARIO,ROSARIO,SANTA FE,2000,-60.65339441,-32.99998294
GINI,ROCA JULIO ARGENTINO PTE 2298,ROSARIO,ROSARIO,SANTA FE,2000,,
GARIS,Urquiza 1605,ROSARIO,ROSARIO,SANTA FE,2000,-60.644353,-32.9417777
GHEZZI,VIRASORO 1304,ROSARIO,ROSARIO,SANTA FE,2000,-60.64692797,-32.96939911
GONZALEZ LALLONI,ZEBALLOS ESTANISLAO 650,ROSARIO,ROSARIO,SANTA FE,2000,-60.63417711,-32.95620173
HANONO,1 DE MAYO 1698,ROSARIO,ROSARIO,SANTA FE,2000,-60.6324716,-32.9586196
HERNANDEZ,BAIGORRIA JUAN BAUTISTA 2131,ROSARIO,ROSARIO,SANTA FE,2000,,
HIPOLITO,OROO NICASIO BV 5397,ROSARIO,ROSARIO,SANTA FE,2000,,
HAMANN,ENTRE RIOS 3431,ROSARIO,ROSARIO,SANTA FE,2000,-60.64869976,-32.97665152
HAUPTMANN,PAZ J M 5467,ROSARIO,ROSARIO,SANTA FE,2000,-60.62723311,-32.99992454
HUGO CRESPO,GRANDOLI ABANDERADO 4707,ROSARIO,ROSARIO,SANTA FE,2000,-60.62868296,-32.99218346
HOMEOS,DE URQUIZA JUSTO JOSE 1802,ROSARIO,ROSARIO,SANTA FE,2000,,
IGLESIAS,AVELLANEDA BV 3215,ROSARIO,ROSARIO,SANTA FE,2000,-60.68634263,-32.96728302
ITALIA,CATAMARCA 1803,ROSARIO,ROSARIO,SANTA FE,2000,-60.6464647,-32.93885188
INGER,CORRIENTES AV 4201,ROSARIO,ROSARIO,SANTA FE,2000,-60.65232702,-32.98521262
IVARZ,MENDOZA AV 6255,ROSARIO,ROSARIO,SANTA FE,2000,,
ITALIANA,SE SAN MARTIN JOSE GRL AV 1902,ROSARIO,ROSARIO,SANTA FE,2000,,
INGLESA,SARMIENTO DOMINGO FAUSTINO PRES 641,ROSARIO,ROSARIO,SANTA FE,2000,,
IRIQUIN,URIBURU JOSE EVARISTO PRES AV 2380,ROSARIO,ROSARIO,SANTA FE,2000,,
MARIELA BENITEZ,9 DE JULIO 1473,VILLA OCAMPO,GENERAL OBLIGADO,SANTA FE,3580,-59.35298493,-28.48751962
PASTEUR,MORENO 1268,VILLA OCAMPO,GENERAL OBLIGADO,SANTA FE,3580,-59.35668513,-28.49004876
VICENTIN,JUAN BAUTISTA  ALBERDI 2055,VILLA OCAMPO,GENERAL OBLIGADO,SANTA FE,3580,,
GALLIANO,E. LOPEZ 202,VILLA TRINIDAD,SAN CRISTÓBAL,SANTA FE,2345,-61.87529102,-30.21080929
VIZGARRA,SARMIENTO 498,VILLA TRINIDAD,SAN CRISTÓBAL,SANTA FE,2345,-61.87710521,-30.21406561
GAIOTTI,HIPOLITO IRIGOYEN 637,ZENON PEREYRA,CASTELLANOS,SANTA FE,2409,-61.89598371,-31.56120759
GAMBA,SAN MARTIN 998,ZENON PEREYRA,CASTELLANOS,SANTA FE,2409,-61.90105217,-31.56338695
MUTUAL ASOSIACIÓN MUTUAL DE SERVICIOS PARA INTERNACIONES Y OPERACIONES (A.S.I.O),CALLE 12 351,AVELLANEDA,GENERAL OBLIGADO,SANTA FE,3561,-59.65838328,-29.11587191
MUTUAL ASOCIACIÓN MUTUAL INTERSINDICAL CERES (A.M.I.C.),AV PTE. PERÓN 336,CERES,SAN CRISTÓBAL,SANTA FE,2340,,
MUTUAL EMPLEADOS BANCARIOS DE SANTA FE (MEBAFE),SARMIENTO 2307,ESPERANZA,LAS COLONIAS,SANTA FE,3080,-60.93081038,-31.44691672
SINDICAL ATILRA,ESPERANZA 1984,FRANCK,LAS COLONIAS,SANTA FE,3009,-60.9372864,-31.58263097
MUTUAL -ARGUS SALUD,BARTOLOMÉ MITRE 357,GALVEZ,SAN JERÓNIMO,SANTA FE,2252,,
MUTUAL DE AYUDA  ENTRE ASOCIADOS Y ADHERENTES DEL CLUB RECREATIVO LAS PETACAS,CALLE 11 488,LAS PETACAS,SAN MARTÍN,SANTA FE,2451,-62.10907658,-31.82208778
MUTUAL REGIONAL -CENTRO CULTURAL Y DEPORTIVO RAMONA,ESTANISLAO LÓPEZ 138,RAMONA,CASTELLANOS,SANTA FE,2301,,
MUTUAL DE INTEGRANTES DEL PODER JUDICIAL -LAS TOSCAS-,CALLE 4 ENTRE 23 Y 25,LAS TOSCAS,GENERAL OBLIGADO,SANTA FE,3586,-59.26250893,-28.35165073
MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHERENTES DEL CLUB ATLÉTICO SUSANENSE,RIVADAVIA 852,MARIA SUSANA,SAN MARTÍN,SANTA FE,2527,-61.90153724,-32.26457038
FARMACIA SINDICAL A.T.I.L.R.A.,Maipú 101,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49234,-31.25066
CENTRO EMPLEADOS DE COMERCIO -RAFAELA-,GUEMES 176,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48701,-31.25175
MUTUAL BANCARIA,LEANDRO N. ALEM 339,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48682118,-31.24882487
FARMACIA ASOCIACION MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHERENTES DEL CLUB SPORTIVO BEN HUR,SARGENTO CABRAL 398,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.48962,-31.25676
SINDICAL DEL SINDICATO DE MECÁNICOS Y AFINES DEL TRANSPORTE AUTOMOTOR (S.M.A.T.A.),LAMADRID 207,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49576596,-31.24992289
SINDICAL DE LA UNIÓN OBRERA METALÚRGICA (U.O.M.),ARENALES 352,RAFAELA,CASTELLANOS,SANTA FE,2300,-61.49304767,-31.24910743
MUTUAL DE EMPLEADOS BANCARIOS DE SANTA FE,PATRICIO DIEZ 1025,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.6488901,-29.14389694
MUTUAL DE INTEGRANTES DEL PODER JUDICIAL,IRIONDO 741,RECONQUISTA,GENERAL OBLIGADO,SANTA FE,3567,-59.64586794,-29.14751632
MUTUAL DEL PERSONAL DEL GRUPO MÉDICO LAS COLONIAS,LISANDRO DE LA TORRE 461,EMPALME SAN CARLOS,LAS COLONIAS,SANTA FE,3007,,
MUTUAL DE INTEGRANTES DEL PODER JUDICIAL,CASEROS 1119,SAN CRISTOBAL,SAN CRISTÓBAL,SANTA FE,3070,-61.23362533,-30.31058887
MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHERENTES DEL CLUB ATLÉTICO SAN GENARO,UDINO GALETTO ESQ. LAVALLE,SAN GENARO,SAN JERÓNIMO,SANTA FE,2146,,
MUTUAL SAN GUILLERMO,MARIANO MORENO 103,SAN GUILLERMO,SAN CRISTÓBAL,SANTA FE,2347,,
ASOCIACIÓN DE OBRAS SOCIALES DE SAN JORGE,EVA PERÓN 1301,SAN JORGE,SAN MARTÍN,SANTA FE,2451,-61.85732676,-31.8955633
ASOCIACIÓN MUTUAL DE AYUDA ENTRE ASOCIADOS Y ADHERENTES DEL CLUB SPORTIVO SANTA CLARA,MORENO Y STA. CLARA DE ASIS,SANTA CLARA DE SAGUIER,CASTELLANOS,SANTA FE,2315,-61.81707814,-31.33679924
ASOCIACIÓN MUTUAL DE AFILIADOS A LA CAJA DE INGENIERÍA (A.M.A.C.I.),ZONA URBANA 1,SANTA FE,LA CAPITAL,SANTA FE,3000,,
MUTUAL ASOCIACIÓN MUTUALISTA DE EMPLEADOS PÚBLICOS,SAN JERÓNIMO 2833,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70693169,-31.64270967
MUTUAL AMUR,25 DE MAYO 2091,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70690154,-31.65174721
ASOCIACIÓN MUTUAL UNIÓN SOLIDARIA -A.M.U.S.-,RIVADAVIA 3076,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70255175,-31.64081428
SINDICAL ASOCIACIÓN DEL PERSONAL NO DOCENTE DE LA UNIVERSIDAD NACIONAL DEL LITORAL,1º DE MAYO 3164,SANTA FE,LA CAPITAL,SANTA FE,3000,,
MUTUAL DE EMPLEADOS BANCARIOS DE SANTA FE (ME.BA.FE),TUCUMAN 2653,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70740596,-31.64661819
CENTRO UNIÓN EMPLEADOS DE COMERCIO,SAN MARTÍN 2865,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.70539429,-31.64259364
SINDICAL LUZ Y FUERZA,9 DE JULIO 2682,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.708489,-31.644214
MUTUAL 12 DE MAYO,TUCUMAN 3189,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71416791,-31.64494412
MUTUAL JERÁRQUICOS SALUD,AVDA. FACUNDO ZUVIRÍA 4536,SANTA FE,LA CAPITAL,SANTA FE,3000,,
MUTUAL DE INTEGRANTES DEL PODER JUDICIAL,SAN MARTÍN 1732,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7092317,-31.65547208
OBRA SOCIAL O.S.P.L.A.D.,SALTA 2960,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.71224977,-31.64931219
ASOCIACIÓN MUTUAL SANTO TOMÁS DE AQUINO,MORENO 1898,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.7657142,-31.66378397
SINDICAL DE LA ASOCIACIÓN SANTO TOMÉ EMPLEADOS Y OBREROS MUNICIPALES (A.S.T.E.O.M.),RIVADAVIA 2070,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.76406338,-31.66622355
MUTUAL VERDE,BELGRANO 2121,SANTO TOME,LA CAPITAL,SANTA FE,3016,-60.76100041,-31.66712865
OBRA SOCIAL A.T.I.L.R.A.,25 DE MAYO 69,SUNCHALES,CASTELLANOS,SANTA FE,2322,-61.56561444,-30.94508965
MUTUAL DE INTEGRANTES DEL PODER JUDICIAL -TOSTADO-,12 DE OCTUBRE 1390,TOSTADO,9 DE JULIO,SANTA FE,3060,-61.77013173,-29.23429987
ARROYITO,ALBERDI 423,ROSARIO,ROSARIO,SANTA FE,2000,-60.67210745,-32.93227965
AMIGO,GORRITI 299,ROSARIO,ROSARIO,SANTA FE,2000,-60.66748775,-32.92312273
AZAR,PERON JUAN DOMINGO PRES AV 6389,ROSARIO,ROSARIO,SANTA FE,2000,,
APOTEKA,PELLEGRINI CARLOS AV 1760,ROSARIO,ROSARIO,SANTA FE,2000,,
ARIAS,PELLEGRINI CARLOS AV 4099,ROSARIO,ROSARIO,SANTA FE,2000,,
FRANCHINI,MONTEVIDEO 4660,ROSARIO,ROSARIO,SANTA FE,2000,-60.68923534,-32.9474404
ENTRECONTI,LAGOS OVIDIO AV 5106,ROSARIO,ROSARIO,SANTA FE,2000,-60.67495156,-32.99796409
EMBON,TUCUMAN 1902,ROSARIO,ROSARIO,SANTA FE,2000,-60.64809945,-32.93979255
FORT,NTRA SRA DEL ROSARIO BIS AV 569,ROSARIO,ROSARIO,SANTA FE,2000,-60.61958172,-32.998468
FARMA 4,OROO NICASIO BV 2609,ROSARIO,ROSARIO,SANTA FE,2000,,
F. CERRUTTI,SEGUI JUAN FRANCISCO BV 372,ROSARIO,ROSARIO,SANTA FE,2000,,
FLAVIO ROSSI,DORREGO MANUEL 91,ROSARIO,ROSARIO,SANTA FE,2000,,
FERNANDEZ SAVIOLI,IRIGOYEN HIPOLITO AV 1407,ROSARIO,ROSARIO,SANTA FE,2000,,
FRONTONS,PASO JUAN JOSE 6045,ROSARIO,ROSARIO,SANTA FE,2000,,
FESSIA,MARTIN FIERRO 245,ROSARIO,ROSARIO,SANTA FE,2000,-60.68969842,-32.876391
AYACUCHO,AYACUCHO 5196,ROSARIO,ROSARIO,SANTA FE,2000,-60.63650906,-32.99737372
AIRES,BUENOS AIRES 2296,ROSARIO,ROSARIO,SANTA FE,2000,-60.63714803,-32.96511286
AGUILA,CAFFERATA 564,ROSARIO,ROSARIO,SANTA FE,2000,-60.67031645,-32.93783717
AURORA,CONSTITUCION 480,ROSARIO,ROSARIO,SANTA FE,2000,-60.67276923,-32.93637248
ABRIATA,CORDOBA 2999,ROSARIO,ROSARIO,SANTA FE,2000,-60.66417918,-32.94175967
ALQUIMIA,CORRIENTES AV 2670,ROSARIO,ROSARIO,SANTA FE,2000,-60.64790837,-32.9676841
AMAT,FUNES DEAN 5785,ROSARIO,ROSARIO,SANTA FE,2000,-60.70107811,-32.96716364
ARNESI,MOSCONI ENRIQUE GRL 3735,ROSARIO,ROSARIO,SANTA FE,2000,,
AGOSTI,GUEMES 2141,ROSARIO,ROSARIO,SANTA FE,2000,-60.64981378,-32.93337987
AGUIRRE,GUEMES 2098,ROSARIO,ROSARIO,SANTA FE,2000,-60.64929782,-32.93347497
ABRUZZO,IRIONDO 2998,ROSARIO,ROSARIO,SANTA FE,2000,-60.67611444,-32.96655437
ATLANTICA,MAIPU 1498,ROSARIO,ROSARIO,SANTA FE,2000,-60.63753411,-32.95551355
ANTARTIDA,MENDOZA AV 7702,ROSARIO,ROSARIO,SANTA FE,2000,,
AVILA,MENDOZA AV 3762,ROSARIO,ROSARIO,SANTA FE,2000,,
JELUSICH,BUENOS AIRES 1612,ROSARIO,ROSARIO,SANTA FE,2000,-60.6351809,-32.95723713
KLEES,MENDOZA AV 2599,ROSARIO,ROSARIO,SANTA FE,2000,,
KENNEDY,LAGOS OVIDIO AV 2598,ROSARIO,ROSARIO,SANTA FE,2000,-60.66665115,-32.96337279
KNOBEL,SARMIENTO DOMINGO FAUSTINO PRES 4590,ROSARIO,ROSARIO,SANTA FE,2000,,
LOPEZ TEMPORELLI,ARIJON AV 494,ROSARIO,ROSARIO,SANTA FE,2000,-60.64011801,-33.00274415
LAFRANCHI,PELLEGRINI CARLOS AV 1909,ROSARIO,ROSARIO,SANTA FE,2000,,
LURASCHI,PELLEGRINI CARLOS AV 3995,ROSARIO,ROSARIO,SANTA FE,2000,,
LOMBARTE,URIBURU JOSE EVARISTO PRES AV 2576,ROSARIO,ROSARIO,SANTA FE,2000,,
LA FE,AVELLANEDA 1199,ROSARIO,ROSARIO,SANTA FE,2000,-60.6803608,-32.9441948
LEYENDEKER,AYOLAS 396,ROSARIO,ROSARIO,SANTA FE,2000,-60.63591107,-32.978547
LAURA GOMEZ,RONDEAU BV 125,ROSARIO,ROSARIO,SANTA FE,2000,-60.68665378,-32.9140885
LA CAPITAL,CORRIENTES AV 1402,ROSARIO,ROSARIO,SANTA FE,2000,-60.64422806,-32.95309561
LA SALUD,CORRIENTES AV 2198,ROSARIO,ROSARIO,SANTA FE,2000,-60.6465295,-32.96225682
LAMBAS,IRIONDO 1820,ROSARIO,ROSARIO,SANTA FE,2000,-60.67270924,-32.95302843
LAPRIDA,Laprida 1401,ROSARIO,ROSARIO,SANTA FE,2000,-60.6359,-32.954733
LUCARINI,MACIEL COSME 881,ROSARIO,ROSARIO,SANTA FE,2000,,
LOURDES,MENDOZA AV 2354,ROSARIO,ROSARIO,SANTA FE,2000,,
LAURINO,MORENO MARIANO 4497,ROSARIO,ROSARIO,SANTA FE,2000,,
ANTONIOTTI,PARAGUAY 1609,ROSARIO,ROSARIO,SANTA FE,2000,-60.64621312,-32.95522648
ALEMANA,RIOBAMBA 1814,ROSARIO,ROSARIO,SANTA FE,2000,-60.65224953,-32.96123332
COLON,DE URQUIZA JUSTO JOSE 2147,ROSARIO,ROSARIO,SANTA FE,2000,,
DEL ALTO,LAMAS INTENDENTE 270,ROSARIO,ROSARIO,SANTA FE,2000,-60.69261619,-32.91117231
DE GIORGIO,RONDEAU BV 711,ROSARIO,ROSARIO,SANTA FE,2000,-60.68833538,-32.90848268
DEL LEON,CORDOBA 1704,ROSARIO,ROSARIO,SANTA FE,2000,-60.64657611,-32.94491692
DEL SIGLO,CORDOBA 1469,ROSARIO,ROSARIO,SANTA FE,2000,-60.64332206,-32.94549389
BERTOLIN,URQUIZA 1067,SANTA FE,LA CAPITAL,SANTA FE,3000,-60.7179726,-31.6616541
ARISTIDES,RIOBAMBA 99,ROSARIO,ROSARIO,SANTA FE,2000,-60.62835914,-32.96551437
FARMACIA COSTAMAGNA,MORENO 103,HUMBERTO PRIMO,CASTELLANOS,SANTA FE,2309,-61.34621132,-30.86712929
